CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
45482	50353	27	0.9949	44.026
44398	45428	27	0.9762	44.026
44947	45428	27	0.958	88.053
58346	59202	27	0.9394	149.105
58346	62473	27	0.9134	-30.011
58346	66997	27	0.9714	88.052
55439	61205	27	0.9871	-88.052
58097	61205	27	0.9847	88.053
59825	61205	27	0.9746	-176.105
60790	61205	27	0.9788	17.027
61205	61760	27	0.9772	-105.079
47939	63238	27	0.9749	-88.053
51708	63238	27	0.9757	17.026
52854	63238	27	0.9867	-44.026
55439	63238	27	0.9804	132.079
59825	63238	27	0.9893	44.026
44398	44947	27	0.9754	-44.026
44947	50353	27	0.9811	-88.052
38871	44398	27	0.9705	-17.026
14295	44398	27	0.957	14.016
46752	68658	27	0.9221	-32.026
47939	68658	27	0.9607	-14.016
68021	68658	27	0.9503	17.027
42072	68658	27	0.9739	44.026
52854	59825	27	0.9788	-88.052
55439	59825	27	0.9863	88.052
55544	59825	27	0.9681	61.053
26475	38283	27	0.9411	-35.037
26475	39232	27	0.9581	44.026
26475	46752	27	0.9552	-44.026
26475	47709	27	0.9379	44.026
26475	47718	27	0.9533	-88.053
26475	47939	27	0.9369	-62.037
38871	44769	27	0.9742	-88.053
43705	44769	27	0.982	88.052
44769	44973	27	0.9915	-44.025
44769	50353	27	0.965	-61.053
48513	48585	27	0.9656	-14.016
35236	48513	27	0.9924	-44.026
32592	48513	27	0.9602	-176.105
39232	40609	27	0.8994	44.026
40609	47709	27	0.889	-44.026
33145	58536	27	0.9607	18.010
46752	47709	27	0.9139	88.052
46752	47718	27	0.9662	-44.026
46752	47939	27	0.9582	-18.011
47718	47939	27	0.9627	26.016
47939	52854	27	0.9823	-44.026
38871	44973	27	0.965	-132.078
47718	52854	27	0.9759	-18.011
47709	63140	27	0.8724	-28.031
61241	63140	27	0.8899	-14.016
59202	66997	27	0.9412	-61.053
47709	56528	27	0.9588	-32.026
47709	61241	27	0.9087	-14.016
39232	47709	27	0.9718	0.000
30332	47709	27	0.8755	-14.016
42563	47709	27	0.9643	18.010
52328	61241	27	0.9126	44.026
48585	50353	27	0.9815	132.079
43705	50353	27	0.9679	27.000
44973	50353	27	0.9757	-17.027
32592	35236	27	0.9681	-132.079
51708	52394	27	0.99	44.026
52394	52854	27	0.9763	17.026
14295	52394	27	0.9983	0.000
14295	51708	27	0.9888	-44.026
14295	52854	27	0.9722	17.027
39232	61241	27	0.8936	-14.015
58097	62473	27	0.9761	-105.079
60790	62473	27	0.9835	-176.105
61578	62473	27	0.974	-149.105
61760	62473	27	0.9893	-88.053
62473	66997	27	0.9339	118.063
50953	60790	27	0.9887	-88.053
55439	60790	27	0.9741	-105.079
55544	60790	27	0.9844	-132.079
60790	61760	27	0.991	-88.052
50953	55439	27	0.9769	17.026
55439	58097	27	0.9741	-176.105
55439	61578	27	0.9785	-132.079
30332	39232	27	0.8848	-14.016
39232	56528	27	0.9577	-32.026
42563	56528	27	0.9794	-14.016
39232	42563	27	0.9847	-18.010
50953	55544	27	0.9826	44.026
51708	55544	27	0.9826	-88.052
50953	61760	27	0.9809	-176.105
58097	61760	27	0.9746	-17.026
61578	61760	27	0.9755	-61.053
42072	52854	27	0.9572	14.016
50953	51708	27	0.9743	132.079
58097	61578	27	0.9871	44.026
43705	44973	27	0.989	44.027
43705	48585	27	0.9714	-105.079
44973	48585	27	0.9639	-149.106
94112	97341	28	0.8846	74.019
95460	97341	28	0.8917	-74.019
97341	97499	28	0.9421	-14.016
94112	97499	28	0.7422	60.003
94112	95460	28	0.7623	148.038
35353	39040	29	0.9076	17.027
13685	39040	29	0.9078	114.067
69763	84339	29	0.9465	-182.093
81838	82175	29	0.931	14.016
41105	81838	29	0.9241	15.922
80019	82175	29	0.9708	-17.027
82175	83888	29	0.9508	35.037
35353	57105	29	0.9497	-72.058
80019	83888	29	0.9462	18.010
66743	67495	29	0.9788	17.027
41105	66743	29	0.93	-54.047
64518	66743	29	0.9633	146.058
41105	61868	29	0.9075	-183.076
61868	67495	29	0.9325	146.056
41105	48894	29	0.9155	17.027
41105	67495	29	0.9432	-37.020
64518	69763	29	0.9673	-72.058
64518	82238	29	0.9537	-54.046
64518	67495	29	0.9534	163.085
13685	48894	29	0.9224	14.014
14906	32013	30	0.7306	121.051
60152	65451	31	0.8783	12.000
46687	61736	32	0.9004	-34.026
35776	46756	33	0.8478	40.031
22937	46756	33	0.954	0.000
47425	59852	34	0.8261	-128.047
58341	59852	34	0.8369	-58.042
59852	65507	34	0.8631	-58.042
59852	66833	34	0.7685	168.123
59852	68437	34	0.7475	110.081
59852	68914	34	0.9286	-128.047
59852	70889	34	0.9087	-186.089
59852	73687	34	0.7715	-17.966
59852	75230	34	0.8007	-76.008
59852	85139	34	0.7956	73.965
74078	76334	34	0.8763	-86.036
74124	76334	34	0.738	58.005
76005	76334	34	0.8481	-14.016
76147	76334	34	0.7251	144.042
76334	77253	34	0.8978	-72.021
70360	76334	34	0.7245	-28.031
70444	76334	34	0.8802	-100.052
65490	76334	34	0.8272	-186.089
74078	74124	34	0.7326	-144.042
74078	76005	34	0.8765	-72.021
74078	77253	34	0.8932	-158.057
70360	74078	34	0.7381	58.005
70444	74078	34	0.8642	-14.016
63905	74078	34	0.8499	-186.089
65490	74078	34	0.8607	-100.052
47425	65507	34	0.8557	-186.089
65507	68437	34	0.84	168.123
65507	70889	34	0.8567	-128.048
65507	72499	34	0.8899	-186.089
65507	75230	34	0.7835	-17.966
65507	85139	34	0.8182	132.007
68914	70889	34	0.8595	-58.042
68914	73687	34	0.8796	110.081
58341	68914	34	0.8892	-186.089
5394	27883	34	0.7715	-58.953
27883	49001	34	0.7815	-158.056
27883	63905	34	0.7137	-172.071
65561	67600	34	0.8722	-43.950
52852	53553	34	0.9114	-58.041
52852	55178	34	0.9412	44.027
52852	69127	34	0.9414	30.012
52852	69626	34	0.8577	-128.047
39291	52852	34	0.8749	30.010
43567	52852	34	0.9833	-14.016
39291	59973	34	0.8339	-172.073
53553	59973	34	0.8772	-144.042
58669	59973	34	0.8694	-44.027
59973	62543	34	0.8823	-28.032
59973	67086	34	0.8923	15.995
39291	53553	34	0.8593	-28.031
53553	58669	34	0.8494	-100.015
53553	62543	34	0.8282	-172.074
43567	53553	34	0.9006	-72.058
47425	85139	34	0.8763	-54.082
49001	63905	34	0.9322	-14.015
49001	65134	34	0.896	-172.073
49001	65490	34	0.8768	-100.052
49001	68129	34	0.8372	18.011
49001	70444	34	0.825	-186.089
58669	59066	34	0.8501	44.025
58669	62543	34	0.8004	-72.059
58669	67086	34	0.9136	-28.031
58669	69626	34	0.9403	30.010
58669	69900	34	0.8332	1.979
43567	58669	34	0.8965	-172.073
70360	70444	34	0.9154	72.021
70360	74124	34	0.9742	-86.036
70360	76005	34	0.8631	-14.016
70360	76147	34	0.9454	-172.073
70360	77253	34	0.8554	-100.052
65134	70360	34	0.9722	-86.037
65490	70360	34	0.9299	-158.058
70444	74124	34	0.9161	-158.057
70444	76005	34	0.9632	-86.036
70444	77253	34	0.9357	-172.073
63905	70444	34	0.8822	-172.073
65134	70444	34	0.8715	-14.016
65490	70444	34	0.941	-86.037
66833	68437	34	0.925	-58.042
66833	73687	34	0.8802	-186.089
66833	78147	34	0.7727	14.016
58341	66833	34	0.8201	110.081
74124	76147	34	0.9761	-86.037
76005	76147	34	0.8904	-158.057
76147	77253	34	0.8845	72.021
76147	77685	34	0.9463	-86.037
55178	59066	34	0.9001	-158.059
55178	69127	34	0.9068	-14.015
55178	69626	34	0.869	-172.074
40153	55178	34	0.9115	-14.016
43567	55178	34	0.9488	30.011
63905	65490	34	0.925	-86.037
65134	65490	34	0.9241	72.021
65490	76005	34	0.9084	-172.073
39291	43567	34	0.8927	44.027
40153	43567	34	0.9259	-44.027
43567	59066	34	0.9377	-128.048
43567	69900	34	0.9107	-170.094
68437	73687	34	0.8827	-128.047
68437	75230	34	0.8781	-186.089
62543	67086	34	0.8287	44.027
65561	78147	34	0.9388	-14.015
74124	77253	34	0.8799	-14.015
76005	77253	34	0.9647	-86.036
77253	77685	34	0.8525	-158.058
65134	77253	34	0.8312	-186.088
70889	72499	34	0.8394	-58.042
70889	73687	34	0.8149	168.123
70889	75230	34	0.8643	110.081
74124	76005	34	0.8999	72.021
74124	77685	34	0.9336	-172.073
65134	74124	34	0.9496	-172.073
59066	65561	34	0.8301	110.082
59066	67086	34	0.8379	-72.057
59066	68129	34	0.8854	60.022
59066	69626	34	0.8475	-14.015
59066	69900	34	0.8981	-42.047
40153	59066	34	0.8882	-172.075
73687	75230	34	0.918	-58.042
72499	75230	34	0.8982	168.123
65134	76005	34	0.8355	-100.052
67086	69900	34	0.8951	30.010
58341	73687	34	0.7291	-76.008
63905	65134	34	0.9113	-158.058
34907	65134	34	0.7333	-190.082
65134	68129	34	0.8502	190.084
34907	68129	34	0.8343	0.002
69127	69626	34	0.8269	-158.059
69626	69900	34	0.8802	-28.031
35117	65333	36	0.8794	-27.000
16581	21925	37	0.9223	-71.026
16581	22093	37	0.9135	35.037
16581	28576	37	0.9551	18.011
56286	59163	37	0.916	-158.059
59163	60219	37	0.9235	-44.026
39858	59163	37	0.9485	-128.048
40285	59163	37	0.9389	-145.075
73403	82511	37	0.9164	144.042
74599	82511	37	0.9023	172.074
72140	82511	37	0.9547	14.015
28576	82511	37	0.9222	-156.079
57735	82511	37	0.9213	-28.032
58640	82511	37	0.9898	-0.000
39795	82511	37	0.9271	-17.028
61906	82511	37	0.9509	-17.027
74599	80354	37	0.9343	-28.034
70469	80354	37	0.9031	-156.082
56725	60313	37	0.9583	44.026
57735	60313	37	0.9462	-44.026
40378	60313	37	0.9014	-17.027
60313	70469	37	0.925	-28.032
37800	42876	37	0.9169	-30.010
37800	42935	37	0.9113	14.016
37800	58323	37	0.9716	0.000
37800	62051	37	0.904	-30.010
37800	65541	37	0.9044	-47.977
37800	77070	37	0.9675	-0.000
21868	37800	37	0.9064	-14.016
73873	76849	37	0.9533	17.026
58760	60035	37	0.9359	88.052
40946	60035	37	0.9189	-128.048
43695	60035	37	0.9023	-39.996
45790	60035	37	0.9054	-172.074
60035	60219	37	0.9378	44.026
60035	60820	37	0.9694	-44.026
60035	68430	37	0.9264	15.995
60035	69933	37	0.9016	-14.015
70227	84077	37	0.9145	-14.018
59984	84077	37	0.905	-177.103
73403	74599	37	0.9302	-28.032
73403	74998	37	0.969	17.026
72140	73403	37	0.9046	-130.027
58640	73403	37	0.9307	-144.043
59685	73403	37	0.9552	-17.026
78158	79133	37	0.9711	-45.948
78215	79133	37	0.9722	-43.951
79133	79774	37	0.9642	1.998
67606	79133	37	0.9596	-14.016
56286	79133	37	0.9516	-107.940
28576	58640	37	0.9183	-156.079
57735	58640	37	0.9231	-28.031
58640	61906	37	0.9724	17.027
58640	72140	37	0.9639	-14.016
58640	74599	37	0.9165	-172.074
39795	58640	37	0.9507	-17.028
40865	58640	37	0.9114	18.011
68490	69730	37	0.9683	17.027
65293	68490	37	0.9094	44.026
72072	72140	37	0.9244	42.047
48040	57506	37	0.9018	-44.026
55445	57506	37	0.9124	44.026
57506	66953	37	0.908	-128.047
57506	69168	37	0.9051	-84.021
57506	69933	37	0.9425	-172.073
66953	69933	37	0.9394	-44.026
21925	22093	37	0.9197	106.063
21925	28576	37	0.9436	89.036
40946	45790	37	0.9607	44.026
45790	60219	37	0.9094	-128.047
70227	78453	37	0.9218	-72.058
59939	70227	37	0.9174	44.026
63718	70227	37	0.955	-128.048
58323	65541	37	0.9136	-47.977
42935	65541	37	0.9011	-61.992
65541	77070	37	0.9142	47.977
36759	42677	37	0.9063	14.016
40658	42677	37	0.9125	-17.027
42677	53773	37	0.9026	-55.031
40946	43695	37	0.9563	-88.052
43695	56725	37	0.9065	106.063
43695	58760	37	0.9543	-128.048
43695	60820	37	0.9243	-84.021
39858	40285	37	0.9809	17.026
40285	47622	37	0.9373	-14.016
40285	53773	37	0.944	-28.031
40285	59685	37	0.9008	-154.064
40285	60219	37	0.9224	-189.100
40285	74998	37	0.9103	-154.064
67602	67606	37	0.9477	-1.998
56286	67606	37	0.9454	-93.924
65557	67606	37	0.9573	-45.948
61478	73873	37	0.9157	44.026
68627	69800	37	0.9735	-17.026
39795	53773	37	0.9223	-18.012
56286	65557	37	0.9715	-47.977
65557	67602	37	0.9468	-43.950
65557	78158	37	0.9605	-14.016
47622	48040	37	0.9824	-17.027
47622	59886	37	0.9105	-28.031
47622	66953	37	0.9306	-189.100
39858	48040	37	0.9383	-14.016
39858	60219	37	0.938	-172.074
39858	60952	37	0.9186	35.037
66461	72140	37	0.9352	-17.027
72140	73873	37	0.9189	-19.968
28576	72140	37	0.9012	-170.094
57735	72140	37	0.9086	-42.047
22093	61906	37	0.9264	-156.078
39795	61906	37	0.9885	-0.001
40865	61906	37	0.9348	35.038
42724	61906	37	0.9347	-28.031
59685	61906	37	0.9275	144.043
59984	61906	37	0.9263	14.016
60952	61906	37	0.9264	-28.031
61906	74998	37	0.9396	-144.043
48040	56286	37	0.9157	44.026
48040	66953	37	0.9397	-172.073
48040	69168	37	0.9027	-128.048
48040	76557	37	0.9313	-142.064
48040	78158	37	0.9245	-17.966
21868	58323	37	0.906	-14.016
58323	62051	37	0.9091	-30.010
58323	69730	37	0.9131	-160.074
58323	77070	37	0.996	-0.000
42876	58323	37	0.9126	30.010
42935	58323	37	0.9291	-14.016
56725	57735	37	0.911	88.053
69730	77070	37	0.912	160.073
40946	52384	37	0.9376	15.994
40946	60219	37	0.9137	-84.021
40946	60820	37	0.9184	-172.073
59939	78453	37	0.9309	-28.032
76557	79774	37	0.9047	80.148
78158	79774	37	0.9679	-43.950
78215	79774	37	0.941	-41.953
67602	79774	37	0.933	-14.016
56286	79774	37	0.945	-105.942
22093	62051	37	0.9135	0.000
42876	62051	37	0.9629	0.000
62051	77070	37	0.9068	30.010
65293	69800	37	0.915	86.001
55764	56286	37	0.9133	-17.026
56286	67602	37	0.9345	-91.927
56286	78158	37	0.9737	-61.993
56286	78215	37	0.9463	-63.989
22093	60952	37	0.9481	-128.047
57735	60952	37	0.9745	17.026
40378	60952	37	0.9023	44.025
41636	60952	37	0.934	14.015
42724	60952	37	0.9915	-0.000
60952	74998	37	0.9102	-172.074
52384	66284	37	0.9264	-172.075
66284	68430	37	0.9368	44.027
60820	66284	37	0.9149	15.993
70469	74599	37	0.917	-128.048
78158	78215	37	0.9698	-1.997
22093	39795	37	0.9199	-156.077
39795	40865	37	0.9245	-35.039
39795	42724	37	0.9297	28.030
39795	59685	37	0.9296	-144.045
39795	59984	37	0.9387	-14.017
39795	74998	37	0.9346	-144.044
22093	42876	37	0.9205	0.000
42876	77070	37	0.9137	30.010
21868	42935	37	0.9755	-0.000
42935	77070	37	0.9265	-14.016
76557	78158	37	0.9177	124.097
57735	60219	37	0.9092	-190.084
60219	68430	37	0.9082	-28.032
60219	69168	37	0.9153	30.010
60219	74998	37	0.9119	35.037
52384	68430	37	0.9418	-128.047
68430	74599	37	0.9259	18.010
66953	69168	37	0.9164	44.025
42724	74998	37	0.9203	-172.074
59685	74998	37	0.9839	0.000
57735	86502	37	0.922	-0.000
41636	59984	37	0.9443	-28.032
42724	59685	37	0.9134	-172.074
28576	57735	37	0.9362	-128.047
42724	57735	37	0.9565	-17.027
22093	28576	37	0.9299	-17.027
78158	78201	37	0.9326	17.027
21868	77070	37	0.912	-14.016
22093	42724	37	0.9581	-128.047
40378	77699	37	0.903	44.025
42724	77699	37	0.9204	-0.000
41636	42724	37	0.9457	14.015
40378	42724	37	0.9244	44.026
80923	81399	38	0.9755	14.016
81399	84700	38	0.7465	-149.140
80923	84700	38	0.7419	-135.124
54113	56727	40	0.8434	1.996
56727	58137	40	0.9397	35.978
49792	58137	40	0.8994	32.026
46829	67347	42	0.9153	-81.043
67347	84460	42	0.9211	63.033
55614	67347	42	0.9185	-45.022
57687	67347	42	0.9262	-63.032
58213	67347	42	0.9756	-27.996
41619	67347	42	0.886	-99.053
59392	61979	42	0.945	35.036
61112	61979	42	0.9393	18.009
61979	62771	42	0.9434	49.984
61979	63173	42	0.9721	18.012
61979	63465	42	0.9517	7.937
61979	89035	42	0.8825	107.005
61979	90463	42	0.8968	92.990
59392	63173	42	0.9159	53.048
61112	63173	42	0.9322	36.021
63173	85778	42	0.8817	92.988
77384	79095	42	0.9661	-18.010
77384	85778	42	0.906	-2.016
67618	77384	42	0.942	-14.016
41619	77384	42	0.9011	43.005
46829	84460	42	0.9911	-18.010
55614	84460	42	0.9914	18.011
56152	84460	42	0.9233	49.983
57687	84460	42	0.9928	0.000
58213	84460	42	0.9417	35.037
41619	84460	42	0.9766	-36.021
63314	84460	42	0.947	14.017
46829	55614	42	0.9934	-36.021
55614	57687	42	0.9935	18.011
55614	58213	42	0.9435	-17.026
55614	60429	42	0.9443	-49.982
55614	67891	42	0.9779	-14.016
41619	55614	42	0.9787	-54.032
77966	85778	42	0.9656	-14.016
77966	89035	42	0.9705	-18.011
67618	77966	42	0.9153	-2.016
59392	61112	42	0.9245	17.027
46829	79095	42	0.9297	43.005
79095	90463	42	0.919	-2.016
67475	79095	42	0.9557	-14.016
46829	58213	42	0.9337	-53.047
49467	58213	42	0.975	49.983
57687	58213	42	0.9472	-35.037
58213	61828	42	0.8943	57.021
41619	58213	42	0.8853	-71.058
56152	63314	42	0.9327	35.966
57687	63314	42	0.9524	-14.016
63314	67891	42	0.9716	-18.010
63314	79276	42	0.8992	-2.015
62771	63465	42	0.8956	-42.047
62771	89035	42	0.8923	57.021
62771	90463	42	0.9017	43.006
41619	46829	42	0.9804	-18.011
41619	57054	42	0.9222	-49.983
41619	57687	42	0.9787	-36.021
67475	67618	42	0.9441	18.011
61828	67618	42	0.8939	71.058
46829	56809	42	0.9006	-49.982
56152	56809	42	0.956	18.011
56809	57054	42	0.9011	18.010
56809	60429	42	0.8961	-36.021
67121	85778	42	0.9226	35.037
85778	90463	42	0.9638	-18.011
46829	57687	42	0.9961	-18.010
56152	57054	42	0.9364	36.021
56152	57687	42	0.9269	49.983
56152	60429	42	0.9366	-18.010
67121	90463	42	0.9434	17.027
49467	57054	42	0.9032	71.058
57054	60429	42	0.9424	-54.031
79276	89227	42	0.924	-28.031
61112	79276	42	0.8976	35.967
67475	89035	42	0.902	-2.016
89035	90463	42	0.9569	-14.016
63465	89227	42	0.9701	-18.010
49467	60429	42	0.9363	17.027
49467	61828	42	0.8843	107.004
60429	67891	42	0.9492	35.966
61112	89227	42	0.9054	7.936
61828	67475	42	0.9583	53.047
75433	78379	43	0.9457	51.877
75433	81958	43	0.9377	-54.065
75433	82030	43	0.9316	-26.033
75433	82752	43	0.9472	-28.031
76859	79021	43	0.9195	-58.006
65116	79021	43	0.9341	-56.063
5582	11058	43	0.9352	16.979
6295	11058	43	0.9587	14.016
78379	82752	43	0.9829	-79.909
71455	82752	43	0.9776	-107.940
81958	82752	43	0.9732	26.033
82030	82752	43	0.9793	-1.998
53591	82752	43	0.9425	-115.897
63110	82752	43	0.9345	-175.945
5582	13224	43	0.9228	-14.016
53591	71455	43	0.9517	-7.957
53591	78379	43	0.9543	-35.988
53591	81958	43	0.9447	-141.930
63110	77462	43	0.934	5.989
63110	82030	43	0.9169	-173.947
71546	76399	43	0.9841	-14.016
71546	77036	43	0.9507	61.058
11194	89226	43	0.9921	-50.015
22602	89226	43	0.9803	-46.009
6295	13224	43	0.9333	-16.979
13224	43037	43	0.9396	-33.003
32135	43037	43	0.9301	43.953
43037	49639	43	0.9441	-71.985
43037	86323	43	0.9527	52.979
71455	77036	43	0.9468	42.004
71455	78379	43	0.9883	-28.031
71455	81958	43	0.9631	-133.973
71455	82030	43	0.9661	-105.942
14548	57474	43	0.9238	14.975
73621	86323	43	0.9652	-22.129
23888	73621	43	0.9826	-2.946
56371	65116	43	0.953	3.036
60553	65116	43	0.9648	-14.015
65116	77462	43	0.9429	-3.036
65116	81747	43	0.9937	0.000
65116	82887	43	0.9654	-14.016
65116	86323	43	0.9513	58.005
56371	60553	43	0.9421	17.052
56371	77462	43	0.9786	0.000
56371	81747	43	0.9515	3.036
56371	86323	43	0.9436	61.042
36975	76399	43	0.9482	-132.087
49639	51755	43	0.9331	28.031
51755	69905	43	0.9027	31.953
14548	51755	43	0.9066	-109.989
32135	51755	43	0.9322	0.000
45891	51755	43	0.9531	15.995
13224	57635	43	0.9174	-106.967
57635	69905	43	0.9038	61.964
57635	73424	43	0.9901	-14.016
57635	88001	43	0.9273	-43.977
45891	57635	43	0.9675	-14.016
81747	82887	43	0.9707	-14.016
60553	82887	43	0.9306	-28.031
77462	81747	43	0.9348	3.036
60553	77462	43	0.9335	-17.052
73424	88001	43	0.9241	-29.961
45891	73424	43	0.921	-28.032
76399	94374	43	0.947	163.091
69905	88001	43	0.9339	-105.941
86980	88001	43	0.9348	1.998
69905	86980	43	0.9119	-107.939
49639	69905	43	0.9075	59.985
22602	23888	43	0.9713	-16.961
23888	86323	43	0.955	-25.075
78379	82030	43	0.9668	-77.911
81958	82030	43	0.9582	28.031
32135	45891	43	0.9114	-15.995
32135	49639	43	0.9444	-28.031
14548	45891	43	0.9271	-125.984
14548	49639	43	0.9103	-138.020
45891	49639	43	0.921	-12.036
77036	78379	43	0.9449	-70.036
23287	77036	43	0.949	-72.058
81747	86323	43	0.9521	58.005
60553	81747	43	0.9636	-14.015
78379	81958	43	0.9789	-105.942
28642	40474	44	0.976	-14.016
39940	40474	44	0.9559	-56.026
40474	62055	44	0.9685	-28.031
40474	70226	44	0.9502	-56.062
40474	77341	44	0.9467	-84.094
40474	82308	44	0.9451	-112.125
37397	88946	44	0.9033	-134.095
39478	88946	44	0.921	-120.079
71955	88946	44	0.9328	-106.063
57055	88946	44	0.9033	-50.000
57932	88946	44	0.9392	-134.094
64585	88946	44	0.917	-82.115
88946	91048	44	0.9638	-28.031
37744	39940	44	0.9034	-15.995
28642	39940	44	0.9632	42.010
39940	51458	44	0.9126	-56.062
39940	67562	44	0.9755	-56.062
39940	76336	44	0.9594	-84.094
73585	77341	44	0.9813	-14.016
76336	77341	44	0.9371	-56.026
77341	82308	44	0.9819	-28.031
68498	77341	44	0.9441	65.978
70226	77341	44	0.9894	-28.031
62055	77341	44	0.9581	-56.062
48032	65877	44	0.9831	43.990
49205	65877	44	0.9616	58.006
20981	65877	44	0.9697	15.959
25724	65877	44	0.9225	-37.114
32121	65877	44	0.9393	29.974
60143	65877	44	0.9766	70.042
62238	65877	44	0.9749	86.037
65877	72172	44	0.9864	-28.031
65877	82881	44	0.9915	-84.094
65877	97997	44	0.9913	-112.126
19718	45992	44	0.9591	-0.000
19718	47481	44	0.9383	-14.016
19718	57932	44	0.9155	-42.047
47481	86739	44	0.9038	-133.183
37744	86739	44	0.9265	-140.156
66977	86739	44	0.9814	-84.094
80964	86739	44	0.948	-28.031
57224	86739	44	0.9493	-112.125
45992	86739	44	0.9041	-147.199
86739	97672	44	0.9615	-0.000
61947	63191	44	0.9031	-58.005
61947	67562	44	0.9113	-14.016
61947	68386	44	0.9028	-72.021
83499	96872	44	0.9935	-0.000
85742	96872	44	0.9102	26.015
96872	97098	44	0.9893	-28.032
30178	96872	44	0.9371	-68.135
57129	96872	44	0.9282	-43.031
86615	96872	44	0.9768	28.031
48032	97997	44	0.9876	-68.135
49205	97997	44	0.9638	-54.120
72172	97997	44	0.9879	-84.094
20981	97997	44	0.9743	-96.167
25724	97997	44	0.9252	-149.240
82881	97997	44	0.9986	-28.032
32121	97997	44	0.9435	-82.151
60143	97997	44	0.9796	-42.083
62238	97997	44	0.9804	-26.089
66977	97672	44	0.9646	-84.094
80964	97672	44	0.9517	-28.032
6376	97672	44	0.9256	-161.287
57224	97672	44	0.9136	-112.125
47481	66977	44	0.9043	-49.089
37744	66977	44	0.9479	-56.062
66977	67292	44	0.9406	14.016
66977	67562	44	0.9316	-15.995
66977	80964	44	0.9586	-56.063
6376	66977	44	0.9033	-77.193
57224	66977	44	0.9663	-28.031
45992	66977	44	0.9071	-63.105
5073	6376	44	0.9379	15.995
6376	45992	44	0.9086	-14.088
37844	85742	44	0.911	-80.135
83499	85742	44	0.9271	-26.016
85742	86615	44	0.9316	-2.016
85742	97098	44	0.9114	-2.016
47481	57931	44	0.9089	-84.094
45992	47481	44	0.9701	-14.016
37844	86615	44	0.9071	-82.151
83499	86615	44	0.9851	-28.031
30178	86615	44	0.9287	-96.166
57129	86615	44	0.9138	-71.062
86615	97098	44	0.9737	-0.001
51458	70226	44	0.9017	-56.027
67562	70226	44	0.9697	-56.026
70226	82308	44	0.9731	-56.062
57129	70226	44	0.934	2.015
61328	70226	44	0.9594	65.977
62055	70226	44	0.9565	-28.031
65556	70226	44	0.9325	-117.079
65864	70226	44	0.9945	-14.016
36578	64462	44	0.9091	-0.000
36578	85026	44	0.9293	-0.000
39478	75458	44	0.9549	-70.079
71955	75458	44	0.9254	-56.063
57055	75458	44	0.9872	0.000
57932	75458	44	0.9044	-84.094
37397	57932	44	0.9283	-0.000
39478	57932	44	0.9473	14.015
25546	57932	44	0.9069	-8.051
57055	57932	44	0.9322	84.094
57932	71955	44	0.979	-28.031
57932	91048	44	0.9506	-162.126
57932	95718	44	0.9177	45.058
75790	81275	44	0.9344	-14.016
81275	84047	44	0.9598	-14.015
81275	88810	44	0.9141	-70.078
81184	83499	44	0.9068	-28.031
40910	59306	44	0.9785	-28.031
40910	68386	44	0.9755	-56.062
48032	60143	44	0.9801	-26.052
49205	60143	44	0.9694	-12.036
20981	60143	44	0.9617	-54.084
